machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,operating_hours,vibration,pressure,failure
Type C,305.3889982513875,316.57340060988054,1500.9263376993686,38.68714062376786,226,4632.895171891362,2.822158283591359,51.18484124058262,0
Type B,286.74780187133325,297.99865218843246,1401.2506821754564,57.29712790749237,72,2858.904617259152,2.0201058570902806,60.66219483226297,0
Type A,301.5209121076004,310.50556186309825,1358.8732085965783,33.88404191620882,150,5095.113858797393,1.84189918834564,53.92004506787607,0
Type C,311.0255797932611,324.00291414825983,1361.5587115409594,47.6409603935171,35,3545.294964325082,3.1790468863635972,62.35487706379436,0
Type A,303.42067967127116,316.521596418674,1149.4760009893087,44.8911433624305,226,3549.7452507878306,2.392671154139965,46.93340876796634,0
Type A,301.19437554977856,312.5040199305687,1312.4061729183802,29.314179273176308,1,3598.981222602731,2.4115081660046753,54.65443374095626,0
Type B,296.07685371837846,305.05429489818727,1874.6050689125807,42.13809704637332,117,3569.3157509411258,2.915478472165999,50.96876288079047,0
Type C,300.2173304034199,308.78720996920174,1448.3501848581259,40.07365937850373,214,869.8666433414915,2.099447979492294,46.41767731480077,0
Type B,298.2355602921765,302.76454469698825,1676.1029171390246,31.46807823723155,181,3314.4936018102794,2.2191080964118686,54.5274227131046,0
Type B,294.4981637444805,301.2744926300097,880.3108705247914,43.58002434194127,215,2136.0535283375457,2.6834291618337014,67.13049430764656,1
Type A,297.9708706916759,305.48284059606914,1642.0778272414698,41.462895461085175,124,5126.335702215676,1.5751734385217406,49.02963837951707,0
Type A,301.38866812438505,306.8927810746673,1459.6618239077216,39.274130526927834,23,5086.0829917212,2.632659428060929,54.10781512713564,0
Type A,294.62948052028554,306.3891763870362,1379.6399942773728,39.31422530941315,1,4351.938332455587,2.0465731244911796,45.81437866285214,0
Type A,294.3560272552072,309.14253873115524,1545.239989355283,39.09989741076381,38,3261.5325626611116,3.0132835554730892,44.785405596671936,0
Type C,290.4782959368548,296.8460462075382,1376.043686546993,36.32300378753673,14,2491.9850633963015,2.8279979961099455,49.48923369459969,0
Type C,302.73507518262227,313.8688409256008,969.031270027911,41.398340950149816,111,2842.4189987243954,2.748729014185018,51.85011891859573,0
Type C,303.8172628337694,309.68081827565055,1730.5619852929844,33.56085787636219,12,5442.6419064260335,1.5358248108672659,52.16091871348195,0
Type A,301.6216231096556,310.40193442589896,1560.7543903370483,66.5680949147,46,2807.8026134800393,2.437962762895708,53.41782489444542,0
Type A,306.75619344910064,313.99487513238955,1421.514386313037,25.906667545346842,104,1144.4046456139363,1.7936400637514336,43.46167151507641,0
Type A,300.6150734595651,313.0226560539909,1258.4536569818906,34.15263922765541,183,4530.165508485394,2.4778816582137844,50.618376519451196,0
Type B,302.7440765615603,310.0289238661916,1132.5356209732163,34.94257895423059,168,5000.503113617893,1.1108321938661567,58.512309313825725,0
Type B,302.12686197946294,316.17350363428955,1555.9731767670144,60.40493414324537,14,5159.215687166522,1.5755006389748545,45.49228448973824,0
Type B,299.35921986407254,308.37633676942374,1903.3602400563398,26.798653500225008,225,4538.348004249328,3.213420165304113,52.513980136084506,0
Type A,296.2842472030925,303.6858323647132,1550.7916191852596,44.2592229798611,137,4701.519677234781,2.721431905603936,57.049906319566475,0
Type C,315.4990683105434,320.48584726116275,1154.3095984767936,42.4839406504654,87,3552.9340740535417,2.2877104915122,49.52413154583431,0
Type A,296.83634314102545,307.84916118220684,1556.2791817596005,43.33602304674548,95,1423.7043765083367,1.9547540063882665,57.39067077312593,0
Type A,295.33885602215696,308.91972963106167,1486.664259438318,52.3634316261094,212,3527.8810415000135,1.849447649447744,44.35211604430478,0
Type C,303.03806876415075,314.13135379029825,1716.0109065185575,52.15829359747089,116,4121.572772419417,2.6200934530531153,61.21914701052544,0
Type C,301.762980907065,320.7183075727227,1651.6832943529316,35.490431734798825,61,3364.7299434337497,2.2938206142445923,57.56060513165587,0
Type A,290.1664591667277,305.8856089766094,753.5443664725191,41.94017449493991,106,3319.163881260385,3.427988309990366,55.38965782456627,0
Type B,307.8587477819462,316.6286367230781,1636.3105511071142,21.358979678478562,17,2535.881960981678,2.38914176799379,62.873726184140885,0
Type C,299.3406379725442,308.0685282373159,1249.1301476239792,40.99093008521929,38,2498.261256727974,2.53523229534672,52.6945565853437,0
Type C,292.22348233349,304.1022692114314,1144.5678146378252,32.06010572168081,78,5338.14851476607,1.6668979191667774,50.675007212766616,0
Type C,308.32148880047714,314.9694120787744,1452.881647406609,38.13617574039483,55,5374.346369880142,2.283580464893716,64.60780998868073,0
Type B,304.3797290011731,319.04488222730305,1602.742777257503,23.14628135183305,87,3497.3528687538965,2.6061948430407917,67.88536061564356,0
Type B,291.1482060563646,302.5946081437389,1089.816347428294,44.048722867190754,16,3781.523605092927,2.276328573272088,50.14593605717566,0
Type C,312.4402798818041,323.4661155252382,1676.1441042643878,23.034313044243923,152,2519.1419429629814,2.2086228798554606,54.203797340245295,0
Type A,304.61158157856335,317.35939624964664,1690.8347118829,41.482846067915865,28,4142.574849939454,2.6961457753691938,62.31529780283018,0
Type A,299.9286271906247,316.81994672410093,1511.7440490748745,27.734944069774507,54,5259.6491716142,3.4088939689365936,54.45298498732459,0
Type B,311.13153163935243,321.81535304810245,1283.094092443238,31.503589648641153,244,1970.7692200553067,2.5869816221846964,59.16211956116589,0
Type C,301.11508448680746,310.6629230033219,1255.155498952677,51.54732102545162,1,3963.8832997023937,3.1865117700838828,60.462825182418676,0
Type A,299.8034184742718,315.8382969675621,1756.4830328950568,45.87917945913622,69,4039.02224264504,2.8729614265112695,51.063867971104195,0
Type B,295.3778991878461,309.24810085181065,1122.1943283760238,51.49203137670543,125,4027.6065148892576,3.1506120248007106,57.93492264380181,0
Type B,304.07295307514954,312.78903371361463,1766.1176152047947,55.597271325012905,76,5142.817667848469,2.134168045992017,54.956651138430445,0
Type B,303.33622077126785,313.3569665659039,1458.7002102173908,32.27161292860235,80,5536.018212171152,2.3758435030093588,46.48191984624366,0
Type C,300.102760979228,310.8842846429832,1476.0413750892858,54.989716624408715,31,3266.516322127338,2.378335857541201,48.072431475001196,0
Type A,294.4700955229268,305.9173473013467,1072.9780736466687,25.344943438210983,105,4173.1736721563575,2.8277663419383856,50.43308152922542,0
Type C,300.9095089791625,305.48310957540605,1463.3208424678533,47.46100334544903,188,3584.2337057260593,2.9754476933271183,61.49963895561823,0
Type B,299.51140849966504,303.3414700684588,1653.396379002844,35.066622854000286,146,2867.884707060304,2.5750337146671347,61.72950713619329,0
Type C,290.66567976886057,297.1161196808508,1165.8974780370047,30.696998573606834,231,3770.8141568810147,3.0260239464255183,60.249390428251324,0
Type B,289.6973135407307,295.83835976868534,1624.6589668129614,46.144698673044424,174,4171.499528500248,2.162001113811176,58.08077492285933,0
Type A,303.95607365166836,311.38077759577834,1522.2530634197556,49.449515251692134,197,3716.9286854169854,3.031226531739475,57.889784150095075,0
Type C,281.78678179463816,294.32562436299816,1339.0610965419232,49.15268386646545,107,2618.8187905138825,3.109485665311521,56.942923146883814,0
Type C,301.4378736887288,310.76215706342987,1713.668271622826,42.14859888894792,153,3036.4393601443226,2.906497807554798,57.85317938795144,0
Type A,296.6534185957232,307.43899701576396,949.435807755361,41.31957301329239,144,3044.0925798253425,2.5805018700887277,58.327538085649415,0
Type C,309.15772624815935,314.2605126079903,1586.6701871859273,45.26866585699902,203,2657.5560450692956,2.9279939994429798,45.16904483990833,0
Type C,296.5457225359229,304.6991537242391,1904.858789518323,43.03764075517191,125,3813.539581605669,1.9635973208569062,49.46826997839033,0
Type B,304.6163894997633,316.96542014674264,1859.9857847751655,45.4135583958598,101,3918.1120962930777,2.619017358616125,47.7975486286257,0
Type C,297.22160311133547,309.6014129440427,1597.4516801346306,42.03999461110714,17,4479.517600887196,2.6803062860950733,62.75001505357806,0
Type B,300.796237074403,307.89794176165134,1424.5798059672886,48.42783824506364,214,2642.377651839369,1.7022906021091089,66.57870072508528,0
Type B,305.15785571644034,315.8045052619585,1341.0493608630923,23.727921934495722,108,2922.5213137712067,2.7847505517637123,39.81666455711478,0
Type A,296.76210998572793,315.55750139965727,1424.2685515235894,38.68726524913614,199,5054.569451931238,1.750708764590911,65.95370228310162,0
Type C,306.97588419148883,316.90549247446626,1635.9518119794766,26.16153506154414,169,3335.50413592708,2.2432490212543414,55.60704961472071,0
Type A,293.04411486025464,300.27136707568485,1298.189048635146,42.767020176048845,0,3530.131029251634,2.523856575565779,62.089038734110915,0
Type C,302.0621498979086,311.36710034045996,1689.3559545125952,56.419301758536974,162,3324.8962786043508,2.061558169220316,58.54527008209428,0
Type B,306.45847805951496,316.8271864896223,2033.290129500831,35.259152180530315,121,4633.030818721643,2.5495324231721908,65.08276537519944,0
Type B,304.62026244253235,314.01558891977015,1484.5291912181513,41.272520302972154,59,4671.808680715029,2.539934194261732,56.46819703350247,0
Type A,313.4151141371479,323.2896953344419,1163.9012991791737,47.56486714921639,66,4613.208100588848,2.0078910163846952,45.455818788309585,0
Type C,294.65592477882535,298.882137591078,1163.8138134208968,19.322770682334752,159,3526.567611357548,2.8407846752945987,54.26027581358753,0
Type A,290.3459552405599,296.4954333402161,1694.141387927894,34.77889517855812,21,2627.5640225109983,2.041506098016261,58.60959232274764,0
Type B,293.03965424053416,302.4423132922482,1485.063455259889,43.645156592728505,151,5425.213077759255,3.8727846248408166,53.48827228925949,0
Type C,304.62309796583907,313.9620260857493,1719.2077240160133,11.030052743427248,211,4356.308976955517,2.434312706001637,59.60412205506869,0
Type C,303.48546053988565,311.2207034404457,1366.5914377101626,30.231915069250284,21,3043.3410186076103,1.7972235130059806,54.54011827951689,0
Type C,300.7157966175319,310.00774227322614,1707.655886884958,51.008579733812894,1,4923.818846944411,1.9093949402717367,50.83143476619591,0
Type C,292.1393006562501,302.3833600779069,1460.4252066375686,50.02996900450725,15,2964.391084740905,3.1885482788189807,47.39815131681922,0
Type B,305.3680710533034,318.9257248794015,1316.8739861690128,43.743182273701,182,4910.703403188656,2.2545090101689276,52.257292322266586,0
Type A,291.4270665564462,301.030219615542,1399.7503802994038,48.821976399431776,211,4978.2845893844915,1.681741715302019,56.43200154790229,0
Type C,308.1126470766383,319.70905989783137,1200.736411144191,42.15104234421464,247,2578.517228318944,3.01222764827666,41.284257370208344,0
Type C,320.00206896197903,327.83566775624337,1997.3398896454028,45.553949074423144,7,4081.7583030209607,2.2506556673331506,49.539465124994834,0
Type C,302.56515802600086,314.8535409203948,1475.9045466103782,36.84346291159386,120,4282.190703961329,2.8920517066716105,41.02315568657921,0
Type B,304.0817569496042,315.5846781400536,1661.1285221705489,41.158126829220926,12,6114.909199586332,3.0613396153936763,50.68047602215372,0
Type A,296.5499816177311,310.01324963045033,1365.7827167823002,33.676296135841774,92,2757.698882366143,2.664678123285127,63.38120314001056,0
Type B,287.3285067523923,300.18234860217024,1237.0180445050441,52.63483344182313,76,4932.543276993829,3.9375444374111996,46.697185327898154,0
Type B,295.78096445878845,308.13590695031303,1441.5298722705163,55.21559409502202,151,3517.346018033554,1.4651545042400658,59.92211822102931,0
Type C,292.34973331230873,301.9560636776776,1775.2981333447997,53.79912800697073,227,2258.6358164194307,2.009229954836915,74.94177589118624,0
Type B,289.8709679650949,300.8507248732728,1369.8170521504292,35.918912383221375,201,3380.012830165713,2.3464299972376255,65.17476691880145,0
Type A,312.05651959396954,326.31055530777564,1282.3670068176461,30.462259606349125,15,3502.464761099707,3.856704117164873,55.934593662738486,0
Type A,301.9100376261804,309.3017393485692,1538.866061092286,52.76973660750163,60,2441.109806884711,3.578801482061327,61.00904119057538,0
Type C,302.6578130642979,310.1441819495104,1624.755650179436,45.43907202591413,68,3812.1736188515297,3.2732145204363494,45.41222038294246,0
Type C,297.83684344362626,308.5625690354277,1910.7120422132957,43.28584341523643,62,4457.8092554985815,2.023525635552454,43.98609742612612,0
Type A,298.7899024228959,310.4510211839577,1588.4376195931236,33.663679150548546,88,3738.2006540620123,2.093491156137742,55.20088676355576,0
Type B,306.7518547756753,313.4554287786193,1660.9981696328086,44.25663812636765,151,2958.1559106201234,2.0028639789157276,57.79027394427888,0
Type B,299.7736401691335,309.4745899154803,1679.8188092300804,29.147219403380653,184,3351.527931593034,2.0299438671755423,62.660829989744684,0
Type B,303.7148575661731,313.338862469258,1211.7461545168424,46.34062356079032,234,3495.456643206549,3.3956227643655845,51.018665010190794,0
Type C,298.62796991508486,299.76684945267095,1259.166982382614,53.788866996062104,175,3717.321627481049,2.3537397259624937,56.35376839053152,0
Type A,297.6049297648757,306.7265538078407,1229.0259275985875,56.31045543907952,74,4609.830762240032,2.4331011012136345,56.113780895870825,0
Type A,290.15160084078695,299.5223295093931,1166.9635610770886,47.08524054109816,46,3771.9397533860893,2.9646320721540587,54.08024126096473,0
Type A,286.1557565634301,295.514584792138,1698.864968717601,26.17978450378878,94,2097.30337137029,1.5018832155796153,54.49267586706199,0
Type A,298.1690666925352,313.8327237908443,1572.512522915939,41.97330130946022,199,2937.6789280113085,2.5315874927614836,49.017068481523076,0
Type C,300.3954768439526,305.53228364991713,1519.8740157728623,61.39681744057713,248,3666.0210508966366,1.8418769627962477,56.95795185869474,0
Type C,290.9970897430385,297.69859945822003,851.8208711494328,31.31388409557716,98,4624.1244849541135,2.323351047665009,56.365349861365544,0
Type A,299.75867594475756,299.3098927514802,2013.8692146546546,39.40818427089783,44,4797.8464415365515,2.1481475836244726,51.91991763830775,0
Type B,300.37626794093353,308.452601276237,1276.431998961611,54.13524351800977,1,5274.685341587456,2.117211552381246,59.66041986216497,0
Type A,284.90794395758434,293.32536974108035,2012.9531889847394,46.17133922073585,19,3630.6143975793048,2.6353490840238187,62.194821119026074,0
Type A,293.59412738364347,301.5542186783064,1137.689629837171,64.80156324485105,159,4263.309175502493,2.6327280414355068,59.74163407182824,0
Type A,302.85084725614826,317.2815566140833,1296.8997103608658,32.671306167714114,147,2045.5384655970306,2.368107646459609,47.70289675957493,0
Type A,302.7094111057702,316.15188119511805,949.2876543725926,30.10244214259178,160,3929.881573161483,2.722410605794694,55.69752036803394,0
Type B,291.92427558520166,302.2357024822709,1590.5312439856743,52.24125435835174,6,2424.7358985391384,1.9788312754878705,48.61997905995583,0
Type C,301.1091363534982,309.62668413933875,1224.6857947971919,28.04121371728464,109,3437.46080424525,2.9089515214236563,55.67588322409883,0
Type B,307.1568505775233,321.26160924995077,1231.7499614754115,38.03232011182464,45,6529.838388872142,2.3762805867054366,48.6472431208606,0
Type C,305.4395107129363,315.3604792735929,1156.8714457064007,39.34353455140423,84,3803.55423619043,2.2098018627172618,63.9401433614835,0
Type B,299.33299949090247,306.05991933522864,1694.3387656844657,50.35989473385922,155,2636.186780819671,2.023144712978211,60.483320283138895,0
Type A,296.72416580672996,299.8591710967917,1677.8659128918869,46.14267968025247,68,3907.7890059579054,2.3551615237199908,63.07092513739673,0
Type A,295.59458860965844,303.8293306340757,1953.0084727696963,44.57064914176863,164,2982.9248134106456,3.6223835541075537,62.36205463136847,0
Type A,303.2747384803676,316.293312949058,1328.5733447317566,35.975691220983336,72,2539.2558868424485,2.4620117379384463,53.10580201898435,0
Type A,301.3657278120002,320.47188257017257,1554.7048427617,52.15004019081943,127,5603.1395333905,1.8133578783139366,52.02073179530802,0
Type C,304.4058280427154,314.65226942747336,1177.6662006495121,80.25824042727265,114,4566.812026266753,3.0512914400710276,67.19206680090107,0
Type C,300.92311669184807,307.86169463136684,1416.2402443161704,46.91282098922916,95,3845.536624995745,2.2168429385249473,53.84416244879309,0
Type C,305.7313476524321,310.99148681929523,1370.2886716797057,40.99672207546836,31,3108.176709752459,2.6702554026114824,45.517935502696005,0
Type B,300.6621477307039,312.8699673159263,1616.1124893738552,27.021370290078394,144,3189.210517027801,2.136603669744053,62.05226713566078,0
Type B,305.4928210129218,308.43435680338473,1754.2554516045477,33.625185506828466,247,5042.48186684415,3.268463989685902,56.00642967784604,0
Type B,306.0957593925665,318.29713979818604,1747.766672707875,37.86289766052696,160,3806.577537664568,2.145544146012422,65.54160886785287,0
Type B,294.3683135884263,307.639160013478,1289.2969319455974,34.653997597328676,186,417.1948570511868,3.3387147871465217,56.70078774586594,0
Type C,287.34299167190477,299.08810948483625,1749.6169761557499,39.83922165473152,200,5920.938515658837,1.8704436492827283,54.85998958857301,0
Type C,310.80444999210187,319.92580330434765,1488.9787157230508,57.780160768072875,9,3683.062356972285,2.324256168570712,65.68284566142283,0
Type C,301.7966111149858,314.05637372917306,1418.8507760257462,52.47166917369234,198,3843.3690057348167,3.339997471544069,44.23073558474109,0
Type B,287.9985987315271,298.68235221604033,1322.8721282952704,38.41167283531746,60,4586.694813434797,2.6009045348688034,50.90246386777895,0
Type A,295.00326351946904,301.8907681520267,1360.016051409612,27.917200553341395,166,3965.402827311587,3.8628795650833796,48.788459197013545,0
Type C,305.4031200465888,322.8047693360889,1935.5784615490584,53.37367642902413,245,4246.90861771681,2.3385157304571895,39.63444154998701,0
Type B,298.04226218206975,306.6355446636277,1576.852691623506,39.50945726538635,223,3076.2765326350755,2.6542257117764043,61.11223499611622,0
Type C,296.4155700647661,309.5185792665657,1543.6529618753011,22.734995743976448,103,2270.2046760336134,3.6430895632292906,51.09807110211943,0
Type B,309.80617302219076,310.1317158914079,1434.4382853657632,47.12430118493036,209,3780.2327814731966,1.591646069954639,61.33757629152602,0
Type C,292.6689899753133,307.774873506437,2111.4946528595074,50.25686684233465,154,4931.61465227459,1.5173499800910775,57.72360543864223,0
Type B,294.41292649571614,310.28798147433446,1826.2526222116062,15.74091595065331,33,2852.1974416168823,2.022695093674355,59.24999726639379,0
Type C,301.4797053253379,311.5990404738444,1319.7344713003017,31.754453578670965,59,2771.9760051802236,2.9880236136839953,51.81220363411547,0
Type C,302.7331845243772,314.9682686633282,1431.5962363238439,38.89545988692286,239,4721.019260379938,1.5340892900008367,49.65026299210466,0
Type A,303.47440124038513,315.7084619668154,1446.4388641572723,47.345109113086174,228,3042.7547948589086,2.858229433937212,55.62832612653804,0
Type B,306.3786663119826,313.8075320334197,1536.4679945706498,34.84253415375829,222,3089.440086165598,2.816024016693336,61.43417728315718,0
Type B,301.3900503447706,313.578539566528,1324.6935018421411,31.678580980260634,96,3126.855727053758,3.708634139921174,54.64732596161381,0
Type C,303.42568757256885,310.19116569307863,1609.704130840424,47.27169249680283,80,3435.019019009521,3.1272909553074233,50.086445741573954,0
Type C,298.1855351847944,305.75050749021307,1863.0220330098286,35.31677626685841,201,1926.361904097961,2.7184301424986654,46.60687336021149,0
Type C,300.438888122657,314.9466606955062,1171.5929727489593,45.42054650548697,5,2960.6598874583733,3.315479761091776,56.42914110726679,0
Type B,300.75273926037545,314.65137002317624,1217.9633157269832,28.884843450254095,224,3730.368019139722,2.82334236466892,51.12152725550024,0
Type B,301.50568695073326,308.6801849422701,1379.2103611756734,26.476669807636014,150,3723.2379361748294,2.223957967223679,54.49781588827182,0
Type B,305.40777865307933,312.47347327907517,1390.8011099730427,47.55269157570397,158,4657.993052579587,1.813236533770683,53.32854852425938,0
Type C,303.88601977361384,311.30363336378315,1999.6164686864827,42.52519910317214,109,5339.392222194805,2.1583806377841515,51.88898317720818,0
Type A,300.3095190203013,313.2400772861633,1750.4273050037098,49.22455733236207,244,5012.483446664403,2.4759556752717296,57.056624925316584,0
Type B,294.3361181054127,300.33617898217113,1736.0805880295661,34.67406999078558,187,4414.652384073935,2.605011043209762,58.88152858900875,0
Type A,300.47369880643896,311.90054936258275,1433.90857662165,32.04894697520255,13,3351.2654092327925,1.2188826411479448,68.75695261255548,0
Type C,299.8038755057298,312.791262748267,1428.4216483032965,53.60718887540911,131,2876.93093004312,2.3682637990456032,60.30577400279158,0
Type B,301.3522710586924,310.99928925752,1137.0736465586504,24.770412360055296,214,3517.878432508402,2.517149061729667,66.15577630631898,0
Type B,315.4456771499828,329.48593193744256,1695.4350570119543,52.51460709180625,19,4085.578769772898,2.8285224669279043,49.26979740018784,0
Type B,296.33359055021134,305.11634987225216,1622.7636512021963,53.20504707482383,184,4321.937798245668,3.47608052950381,43.793386604910836,0
Type B,302.9560231338775,312.1006007299019,1821.499341169571,48.600895142660754,61,4123.08573351585,2.611392121267162,54.898988209958894,0
Type C,307.4792344707101,313.57024954618265,1447.2925716609582,33.12192482989552,126,3378.8245286239476,1.9542622742513691,61.00619070904369,0
Type B,300.6860133986957,314.7547227891765,1464.5552134499007,31.834761632746407,220,4286.862239842261,1.4091523698391168,59.908132027116004,0
Type B,316.36491583420514,323.29883404628964,1542.511382140159,37.89944227001801,123,4760.872505083503,2.912206574867429,63.479671006286026,0
Type A,297.35372495787965,308.7528122287399,1722.9743938767738,27.049603231686007,9,4380.160384067542,1.978547584313552,37.24418248710356,0
Type A,302.26862455624035,311.9833602877366,1132.4460944756302,30.383060012464032,5,3467.986944836601,3.0201021862968083,63.77083826418945,0
Type B,294.4083597857491,300.19722753330245,1684.0140334345938,46.44734291509046,184,2666.151307493993,3.3384520912975413,57.348238385007484,0
Type C,297.53932685399695,305.1029142787037,1494.8761094567924,46.493491142241574,232,2642.4325706118925,1.5735551404124957,44.19190658412491,0
Type C,301.7425373727766,317.27402632893956,1235.340683011576,29.50425173465044,72,2818.7823764078184,2.8323355352553774,60.06470192710164,0
Type B,305.9241284361541,316.730758606692,978.8485618364834,46.76121935300075,233,3757.07519867493,3.2755734462036066,56.18637803783074,0
Type B,302.233663838165,308.1970624726976,1465.8815720304117,44.54303305739806,113,4019.803753555633,3.1114235951681692,57.668605090046356,0
Type B,308.8138039453431,320.03511709473787,1861.9282458185176,55.098862545771034,14,2085.46768205597,1.2421723378537266,61.99376405220753,0
Type A,299.3352428258513,308.7507866994731,1918.6711666853487,45.691364418675214,132,2996.004891636449,1.9878087731237772,58.01192757901501,0
Type A,297.67482029112693,321.4910059001037,1588.844052667524,50.58581053734378,243,3743.2854653053937,1.731891696549746,44.6902243107122,0
Type B,318.9278957509557,330.0683911163248,1990.5014159605619,44.77077590930211,62,2600.3200899023977,2.8140836530882307,53.99881611151964,0
Type A,302.7596635460942,311.2371641578287,1489.2647292608137,49.79929109697188,240,3933.9041530596046,2.7479959740912983,43.676483804043755,0
Type A,294.96362917815014,310.6437408492986,1738.3258879106952,27.12882843432225,162,3192.571709083434,0.8812648732356247,59.54343316391225,0
Type A,295.1401536642635,297.7760089950921,1387.1922777733932,38.782555428890866,99,2776.5797283307434,2.319501027203295,64.78579169108828,0
Type A,293.4012405982806,303.778521223805,1371.350290178963,39.610172317724704,173,3553.2054324488977,2.9804318982046643,46.30983626213372,0
Type B,306.5559854909975,324.5336994697218,1330.6227207798408,37.56250053064718,100,3892.2803295791005,2.5887855947344733,50.29975367627313,0
Type C,297.4493589497473,306.9845618123083,984.8677632189219,44.43886630316726,21,2651.4710857300724,2.587760151699917,48.82341475214482,0
Type C,300.8915373295954,303.9583331510031,1821.773064986728,46.34379654495751,217,3257.3876201859525,2.2810037879687735,51.82266309643164,0
Type B,299.5554392789321,307.9717674212897,1339.5918902154958,43.92257077071148,93,3967.678377307108,1.864635435355193,57.88696210739208,0
Type B,305.1204468555865,320.93851901942264,1299.640305061201,38.23056118778662,141,2737.9098166832327,2.4897665056657097,51.898516145291886,0
Type A,294.07279134981184,305.57706973509494,1205.007079596831,32.64269920154875,186,1842.2431595760982,2.5312560707410747,59.56771120889317,0
Type A,292.4709939969989,299.11556955894883,1448.9101408659292,50.97186074156234,20,1963.4261543102457,2.8691527121997735,62.457658390531826,0
Type B,301.57008115027116,308.8291099215551,1940.8730776399357,43.49732816613835,180,3081.9491359430303,2.917899954577277,62.71231482930494,0
Type B,304.20671499289926,311.96791390830003,2023.4447127056794,29.813861416005913,91,2181.5817236948615,2.551516851497945,47.172732332412465,0
Type A,302.3277261916835,313.77251772789947,1084.7832810494792,38.063124583503765,136,3152.278104823754,3.156945018750899,64.70150261130905,0
Type B,294.33382389631873,309.6866084280733,1411.3880010059295,22.567003222926388,114,5164.942851172679,2.2750451991185376,65.26250599413368,0
Type A,304.74239389463975,318.9520859458364,1241.4105574765754,40.353706143474426,194,2121.4016123113183,1.6335852580721602,65.86875951866018,0
Type A,294.79297351033057,306.6170222387671,1747.08443530288,38.01620057401404,46,3217.395148522299,2.7862322016509236,53.89529626197613,0
Type C,296.3492294864953,301.02265044626535,1571.6483868234816,34.255330496446625,26,5632.304554271384,2.575827732633553,49.73710268682805,0
Type B,293.392325326946,298.0805952709722,1340.8576681550412,55.8460018980353,102,3908.13008297571,2.7981589094079182,48.11031165963941,0
Type B,309.1081084405642,321.2411165254193,1518.1432701477547,28.43845880457888,29,3132.2767125244004,1.7413291910302433,47.28754079397626,0
Type C,304.43395078719146,309.05206639545986,1380.6453446480728,47.06392951682335,60,3343.1173654807617,3.574477653166627,55.08183284665408,0
Type C,304.2349536297521,313.3326855454777,1903.5615235937241,61.86708160931873,164,3929.362508393278,2.926301448198185,60.934962995432976,0
Type C,308.73047994799714,319.9470817327418,1636.7398787540096,50.77267903716688,204,5195.77193062744,2.327201865400524,64.14590908691142,0
Type B,319.68854473767107,325.1381687562203,1667.4558552291096,39.68461217902233,173,2969.146392522757,1.9387281124212128,51.601100185463544,0
Type C,288.03541727262893,293.93836793519347,833.2706304917756,28.659313605766727,79,2742.3897171117173,3.146292046259349,54.72918213043798,0
Type B,294.83136393386025,304.454879675589,1483.3028302927974,26.379378234155446,203,2121.1912672197723,1.838938130761686,54.27068712618988,0
Type C,295.68677441077836,307.70137556087457,2020.8027397647586,35.88448305042478,101,3603.096032509804,3.856818894875242,50.55303825094403,0
Type C,294.04426264332113,308.29033772497615,1831.532267509171,33.12999266086092,45,2094.312630182087,2.1320770360604016,60.15024670832433,0
Type B,292.456917266774,304.8851310058562,1038.2276035199243,32.80453091041868,189,3036.217375178205,3.532303128763367,57.53993772636258,0
Type C,297.90242855161245,308.19705493158125,1421.6435418291014,36.736865445287556,129,2591.3165588896477,2.3893157289563702,55.99276222583725,0
Type B,291.4837739929742,298.498994978746,1199.6201335203195,38.97752907114313,92,4574.123510234106,3.4484480252921847,57.50813807437147,0
Type C,302.34529657276187,308.06166858938377,1927.7753900907176,44.85211947645296,165,2991.603612633194,2.0590788959040904,59.308158735702385,0
Type A,300.3618882500003,308.31837989668367,1561.069570568977,27.622037805375708,181,3896.930328005616,2.51130182712802,59.238059133912714,0
Type C,303.3672006533456,315.0069429932679,1308.051110067141,33.1775620386695,55,1895.907998311437,2.98284959810234,49.130570307146996,0
Type B,303.5540991614678,314.9005939879771,1508.5394858851973,38.40327917177519,29,3631.5069544528455,2.8972462820174933,61.27429984120062,0
Type C,304.22104797398674,305.82144003108624,848.1586177328791,38.04514806576731,129,2296.839694139251,3.16045710019473,56.78756282376391,0
Type B,297.38613744223284,304.24342932916284,1228.759674135856,58.36423707413423,12,3074.351500070141,2.2075167311190613,51.957686635138145,0
Type C,314.8480038184357,329.6660340248603,1509.1109314565774,42.322465927238575,159,5711.202574256224,2.5508850237098866,56.63960784012319,0
Type A,301.6410178153747,311.9578780065913,1711.4188421133306,23.864101880405755,109,4432.174377240884,3.2490331455988426,57.411342337075375,0
Type A,286.9626067316264,291.29457107921445,1014.6714698506648,44.18181361586765,53,3371.5874171686933,2.076846698968629,62.572485670148865,0
Type B,292.98336977963646,312.40665450602904,1404.7111730743927,45.456637227439785,149,6698.941909783196,2.843524636671041,47.67691060060374,0
Type C,287.8164790768053,297.70071214754626,1752.4214346297053,38.74871971755262,93,2584.8253096266826,2.36850385613335,64.27489047557935,0
Type C,300.12134240405913,311.65867824131277,1137.136668906682,27.866033255907986,97,4665.216382075361,2.6235244639495634,55.16216449416879,0
Type B,299.1473634316267,310.7454624558072,1557.2957086960432,57.58054695313463,54,1967.3255431528855,2.550730129848669,51.45692724475981,0
